№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
81713473-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810830-1 Приобретение жилья в селе Кобда Кобдинского района Актюбинской области согласно технической спецификации,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81713464-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810830-1 Приобретение жилья в селе Кобда Кобдинского района Актюбинской области согласно технической спецификации,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81713449-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810830-1 Приобретение жилья в селе Кобда Кобдинского района Актюбинской области согласно технической спецификации,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81713456-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810830-1 Приобретение жилья в селе Кобда Кобдинского района Актюбинской области согласно технической спецификации,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81666558-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810828-1 Приобретение квартиры для Жанасемейского района области Абай,Квартира,1,20 000 000.00,Закупка жилища,Закупка состоялась
81666597-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810828-1 Приобретение квартиры для Жанасемейского района области Абай,Квартира,1,25 000 000.00,Закупка жилища,Закупка состоялась
81666577-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810828-1 Приобретение квартиры для Жанасемейского района области Абай,Квартира,1,25 000 000.00,Закупка жилища,Закупка состоялась
81715547-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714925-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714499-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714951-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714520-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714968-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715570-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715593-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715035-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715009-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715560-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715634-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715529-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715622-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715340-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714645-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715021-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715333-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715352-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714936-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715509-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714662-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81715605-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81714958-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809636-1 Приобретение жилья в Талгарском районе Алматинской области,Здание,1,29 000 000.00,Закупка жилища,Закупка состоялась
81717139-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
76880552-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
76880538-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
76880550-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
76880557-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
76880563-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
76880536-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
81717155-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810492-1 Приобретение квартир в селе Теренколь,Квартира,1,15 863 000.00,Закупка жилища,Закупка состоялась
81709380-ОК1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15810480-1 Приобретение арендного жилья для нуждающихся граждан без права выкупа для ГУ ""Бейнеуский районный отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Квартира,1,16 000 000.00,Открытый конкурс,Закупка состоялась
81709388-ОК1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15810464-1 Приобретение арендного жилья для нуждающихся граждан без права выкупа для ГУ ""Бейнеуский районный отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Квартира,1,16 000 000.00,Открытый конкурс,Закупка состоялась
81069196-ОК3,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810427-1 Паллетная тележка грузоподъёмность 7000 кг,Тележка,10,28 011 428.50,Открытый конкурс,Закупка состоялась
81136440-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810321-1 Приобретение жилья 3- комн,Квартира,1,47 000 000.00,Закупка жилища,Закупка состоялась
81709396-ОК1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15810314-1 Приобретение арендного жилья для нуждающихся граждан без права выкупа для ГУ ""Бейнеуский районный отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Квартира,1,16 000 000.00,Открытый конкурс,Закупка состоялась
73260428-ОИ4,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15810244-1 Промывная кислота с содержанием рения (Поставка товара производится по трубопроводу находящийся на территории Жезказганского медеплавильного завода ТОО «Казахмыс Смэлтинг» в течении месяца.), ВНИМАТЕЛЬНО ОЗНАКОМИТЬСЯ С ТЕХНИЧЕСКОЙ СПЕЦИФИКАЦИЕЙ И ПОСТАВКА ОСУЩЕСТВЛЯЕТСЯ СТРОГО СОГЛАСНО ТЕХНИЧЕСКОЙ СПЕЦИФИКАЦИИ",Концентрат редкоземельных металлов,700,26 511 408.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
81665235-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810118-1 Приобретение квартиры не менее 85 кв м в селе Чекоман Достыкского сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81665227-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810118-1 Приобретение квартиры не менее 85 кв м в селе Чекоман Достыкского сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81665249-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810074-1 Приобретение квартиры не менее 85 кв м в селе Чекоман Достыкского сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81665279-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810074-1 Приобретение квартиры не менее 85 кв м в селе Чекоман Достыкского сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81665257-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810074-1 Приобретение квартиры не менее 85 кв м в селе Чекоман Достыкского сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81665266-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810074-1 Приобретение квартиры не менее 85 кв м в селе Чекоман Достыкского сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
79431472-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15810064-1 Приобретение одноквартирного жилого дома в селе Миялы,Квартира,1,19 000 000.00,Закупка жилища,Закупка состоялась
81709369-ОК1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15810058-1 Приобретение арендного жилья для нуждающихся граждан без права выкупа для ГУ ""Бейнеуский районный отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Квартира,1,16 000 000.00,Открытый конкурс,Закупка состоялась
80813334-КРБС1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15810024-1 Государственные закупки для ГУ ""Отдел строительства Исатайского района""",Услуги по осуществлению технического надзора в сфере строительной деятельности,1,15 745 607.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
81663983-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809989-1 Приобретение квартиры не менее 85 кв м в селе Приречное Приречного сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81663961-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809989-1 Приобретение квартиры не менее 85 кв м в селе Приречное Приречного сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81663943-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809989-1 Приобретение квартиры не менее 85 кв м в селе Приречное Приречного сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81663790-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809989-1 Приобретение квартиры не менее 85 кв м в селе Приречное Приречного сельского округа района Жанасемей области Абай,Квартира,1,18 700 000.00,Закупка жилища,Закупка состоялась
81709373-ОК1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809933-1 Приобретение арендного жилья для нуждающихся граждан без права выкупа для ГУ ""Бейнеуский районный отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Квартира,1,16 000 000.00,Открытый конкурс,Закупка состоялась
81583656-КРБС1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809839-1 Строительно-монтажные работы объекта ""Строительство административного здания сервис-ориентировочного участкового пункта полиции №6 в г.Конаев Алматинской области""",Работы по возведению (строительству) нежилых зданий/сооружений,1,420 308 671.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
81321472-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809831-1 Приобретение жилого дома в селе Жанибек Жанибекского района ЗКО (17),Здание,1,19 820 000.00,Закупка жилища,Закупка состоялась
81321272-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809775-1 Приобретение жилого дома в селе Жанибек Жанибекского района ЗКО (16),Здание,1,19 820 000.00,Закупка жилища,Закупка состоялась
81185596-ЗЖ1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809782-1 Приобретение арендного жилья для очередников МИО жилья 4- комн (85.0 -86.0 кв.м),Квартира,8,217 600 000.00,Закупка жилища,Закупка состоялась
81709364-ОК1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809728-1 Приобретение арендного жилья для нуждающихся граждан без права выкупа для ГУ ""Бейнеуский районный отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Квартира,1,16 000 000.00,Открытый конкурс,Закупка состоялась
76157078-ЗЦП2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809710-1 Рабочее колесо на насос PL7081,Колесо,2,19 235 428.58,Запрос ценовых предложений,Закупка состоялась
81487999-КРБС1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809646-1 Государственные закупки для ГУ «Махамбетский районный отдел строительства, архитектуры и градостроительства»",Работы по строительству линий электропередач,1,241 587 851.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80576899-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576912-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576921-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577303-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577120-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577286-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576967-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577104-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577309-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576942-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576957-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576929-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577111-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576984-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577073-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577295-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80576995-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577090-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
80577080-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809570-1 Приобретение жилья из коммунального жилищного фонда для социально-уязвимым слоям населения Казалинского района, Кызылординской области",Квартира,1,16 503 187.50,Закупка жилища,Закупка состоялась
38918002-ОЛ-ОИ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15809500-1 Прямоугольная ж/б труба (Реконструкция Жанибекского магистрального канала Западно-Казахстанской области РК по объектной смете №2-01 Магистральный канал ПК 0+00 по ПК 762+67,45 с гидротехническими сооружениями)",Прямоугольная ж/б труба серии 3.820-14,2,46 414 337.68,Из одного источника по несостоявшимся закупкам,Закупка состоялась
76789607-ОК8,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809404-1 Ремонт выключателя масляного,"Работы по ремонту/реконструкции электрического, электрораспределительного/регулирующего оборудования и аналогичной аппаратуры",1,77 218 380.00,Открытый конкурс,Закупка состоялась
80941582-ОК3,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15809339-1 Государственные закупки Дизель-генераторная установка мощностью 165 кВА,Установка электрогенераторная,1,16 107 143.00,Открытый конкурс,Закупка состоялась
74056966-ОИ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15808950-1 Приобретения компьютера в комплекте, согласно технической спецификации",Компьютер,47,27 276 785.58,Из одного источника по несостоявшимся закупкам,Закупка состоялась
81161094-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15808902-1 Приобретение квартиры в двухквартирном жилом доме в с.Алгабас, Уланского района Восточно-Казахстанской области, с площадью каждой квартиры не менее 70 квадратных метров, с земельным участком и с подведённой необходимой инженерно-коммуникационной инфраструктуры (электроснабжение, водоснабжение, индивидуальные септики для водоотведения)",Здание,1,18 200 000.00,Закупка жилища,Закупка состоялась
81161084-ЗЖ2,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой","15808902-1 Приобретение квартиры в двухквартирном жилом доме в с.Алгабас, Уланского района Восточно-Казахстанской области, с площадью каждой квартиры не менее 70 квадратных метров, с земельным участком и с подведённой необходимой инженерно-коммуникационной инфраструктуры (электроснабжение, водоснабжение, индивидуальные септики для водоотведения)",Здание,1,18 200 000.00,Закупка жилища,Закупка состоялась
81441191-КРБС1,259411.900.000202,"Шпилька для фланцевых соединений с уплотнением стальная, диаметр 14 мм, с гайкой",15808803-1 Государственные закупки согласно конкурсной документации,Услуги по осуществлению технического надзора в сфере строительной деятельности,1,71 856 894.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
