№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
80660184-ЗЦП3,289229.000.000000,"Автомобиль карьерный самосвал, грузоподъемность более 10 т, но не более 400 т, способ разгрузки боковой",15630755-1 Приобретение технике (самосвал),Автомобиль,1,29 464 286.00,Запрос ценовых предложений,Закупка состоялась
74353911-ОК2,289229.000.000000,"Автомобиль карьерный самосвал, грузоподъемность более 10 т, но не более 400 т, способ разгрузки боковой",15237957-1 Приобретение самосвал а,Автомобиль,1,33 200 000.00,Открытый конкурс,Закупка состоялась
76905306-ОК1,291059.991.000000,"Автомобиль специализированный, технической помощи","14198454-1 Государственная закупка для ГУ ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции Макатского района""",Автомобиль,1,111 607 142.86,Открытый конкурс,Закупка состоялась
75867366-ОК1,291059.991.000000,"Автомобиль специализированный, технической помощи",13887363-2 Приобретение специальный техники,Автомобиль,1,55 299 107.14,Открытый конкурс,Закупка состоялась
73007144-ОК1,291059.991.000000,"Автомобиль специализированный, технической помощи","13452681-2 Приобретение вакуумной машины на шассси для КГУ ""Экибастуз-сервис""",Автомобиль,1,50 178 571.43,Открытый конкурс,Закупка состоялась
37466293-ОЛ-ЗЦП1,203022.550.000006,Шпатлевка акриловая,15126008-1 Закуп кузовных материалов,Закуп кузовных материалов,4,21 053 450.00,Запрос ценовых предложений,Закупка состоялась
80076905-ОИ2,291024.900.000009,"Автомобиль грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг",15285057-1 Приобретение автомобиль фургон с металлическим кузовом согласно технической спецификации,Автомобиль,1,17 500 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80014581-ЗЦП2,291024.900.000009,"Автомобиль грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг",15259817-1 Приобретение специального машины для перевозки лиц с ограниченными возможностями,Автомобиль,1,24 800 000.00,Запрос ценовых предложений,Закупка состоялась
79701536-ОИ2,291024.900.000009,"Автомобиль грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг","15139265-1 Грузопассажирский автомобиль, тип кузова фургон, грузоподъемность не более 1000 кг",Автомобиль,2,25 110 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77853004-ОК2,291024.900.000009,"Автомобиль грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг",14665767-1 Приобретение автотранспортных средств,Автомобиль,1,28 035 714.29,Открытый конкурс,Закупка состоялась
77852055-ОК1,291024.900.000009,"Автомобиль грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг",14298429-2 Приобретение автотранспортных средств,Автомобиль,1,29 017 857.14,Открытый конкурс,Закупка состоялась
77057848-ОК2,291024.900.000009,"Автомобиль грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг",14062763-1 Малый лесопатрульный комплекс согласно технической спецификации для КГУ «Карагандинское хозяйство по охране лесов и животного мира»,Автомобиль,1,21 031 250.00,Открытый конкурс,Закупка состоялась
72369738-ОК3,291024.900.000009,"Автомобиль грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг","13854689-1 Государственная закупка для ГКП ""КТЭЦ"" на ПХВ управления энергетики и жилищно-коммунального хозяйства Кызылординской области",Автомобиль,1,18 474 000.00,Открытый конкурс,Закупка состоялась
34661410-ОЛ-ЗЦП1,204131.900.000000,"Мыло туалетное, жидкое",14007908-1 приобретение хоз товаров,приобретение хоз товаров,5,15 351 135.00,Запрос ценовых предложений,Закупка состоялась
34661410-ОЛ-ЗЦП1,204131.900.000001,"Мыло туалетное, твердое",14007908-1 приобретение хоз товаров,приобретение хоз товаров,5,15 351 135.00,Запрос ценовых предложений,Закупка состоялась
79651490-ОК3,291059.900.000015,"Автомобиль специализированный, автогидроподъемник, высота стрелы не более 17 м, конструкция стрелы локтевая (коленчатая)","15345866-1 Государственная закупка для КГУ ""Кызылординское государственное учреждение по охране лесов и животного мира"" управления природных ресурсов и регулирования природопользования Кызылординской области",Автомобиль,1,37 732 142.86,Открытый конкурс,Закупка состоялась
74836200-ОК1,291059.900.000015,"Автомобиль специализированный, автогидроподъемник, высота стрелы не более 17 м, конструкция стрелы локтевая (коленчатая)","14582342-1 Государственная закупка для КГУ ""Кызылординское государственное учреждение по охране лесов и животного мира"" управления природных ресурсов и регулирования природопользования Кызылординской области",Автомобиль,1,46 000 000.00,Открытый конкурс,Закупка состоялась
73712729-ОК2,291059.900.000015,"Автомобиль специализированный, автогидроподъемник, высота стрелы не более 17 м, конструкция стрелы локтевая (коленчатая)",14014584-1 Приобретение автогидроподъемника согласно технической спецификации,Автомобиль,1,37 500 000.00,Открытый конкурс,Закупка состоялась
72251117-ЗЦП3,204132.750.000000,"Средство моющее для мытья стекол и зеркальных поверхностей, жидкость",15392787-1 Закуп товаров для АХО,Средство моющее,980,22 050 000.00,Запрос ценовых предложений,Закупка состоялась
33743386-ОЛ-ЗЦП1,204132.750.000000,"Средство моющее для мытья стекол и зеркальных поверхностей, жидкость",13592114-1 Закуп моющих товаров по списку,Закуп моющих товаров по списку,6,15 605 542.96,Запрос ценовых предложений,Закупка состоялась
33743386-ОЛ-ЗЦП1,204132.570.000000,"Средство моющее для мытья посуды, гель",13592114-1 Закуп моющих товаров по списку,Закуп моющих товаров по списку,6,15 605 542.96,Запрос ценовых предложений,Закупка состоялась
79340552-ЗЦП2,291022.300.000012,"Автомобиль легковой, класс внедорожник, механическая трансмиссия, свыше 3000 куб.см",15072029-1 Приобретение автомобиля (согласно технической спецификации),Автомобиль,1,16 395 535.71,Запрос ценовых предложений,Закупка состоялась
79522531-ЗЦП3,291022.300.000012,"Автомобиль легковой, класс внедорожник, механическая трансмиссия, свыше 3000 куб.см",15034771-1 Приобретение автомобиля (согласно технической спецификации)/,Автомобиль,1,16 394 000.00,Запрос ценовых предложений,Закупка состоялась
33743386-ОЛ-ЗЦП1,204132.590.000006,"Средство моющее для чистки ванн и раковин, порошок",13592114-1 Закуп моющих товаров по списку,Закуп моющих товаров по списку,6,15 605 542.96,Запрос ценовых предложений,Закупка состоялась
34661410-ОЛ-ЗЦП1,204131.950.000000,"Мыло хозяйственное, твердое",14007908-1 приобретение хоз товаров,приобретение хоз товаров,5,15 351 135.00,Запрос ценовых предложений,Закупка состоялась
38845950-ОЛ-ОК1,202014.900.000001,"Мыло медицинское, антисептическое, жидкое",15761045-1 Государственные закупки (товары для потребностей центра),Государственные закупки (товары для потребностей центра),3,49 600 000.00,Открытый конкурс,Закупка состоялась
74257969-АУК1,202014.900.000001,"Мыло медицинское, антисептическое, жидкое",14618603-1 Закуп дезинфицирующего средства (Мыло),Мыло,4000,16 080 000.00,Аукцион,Закупка состоялась
36046795-ОЛ-ОК1,202014.900.000001,"Мыло медицинское, антисептическое, жидкое",14539168-1 Приобретение дезинфицирующих средств,Приобретение дезинфицирующих средств,10,171 656 337.00,Открытый конкурс,Закупка состоялась
78479280-ЗЦП1,202014.900.000001,"Мыло медицинское, антисептическое, жидкое",14449855-1 Закуп Средство дезинфицирующее,Мыло,3200,17 600 000.00,Запрос ценовых предложений,Закупка состоялась
72763923-ОК4,202014.900.000001,"Мыло медицинское, антисептическое, жидкое",14388107-1 дезинфицирующие средства на 2025 год,Мыло,6000,16 800 000.00,Открытый конкурс,Закупка состоялась
38918002-ОЛ-ОИ2,236112.000.000066,"Труба общего назначения железобетонная, напорная","15809500-1 Прямоугольная ж/б труба (Реконструкция Жанибекского магистрального канала Западно-Казахстанской области РК по объектной смете №2-01 Магистральный канал ПК 0+00 по ПК 762+67,45 с гидротехническими сооружениями)",Прямоугольная ж/б труба серии 3.820-14,2,46 414 337.68,Из одного источника по несостоявшимся закупкам,Закупка состоялась
35127904-ОЛ-ОК2,222121.530.010064,"Труба для водоснабжения полиэтиленовая, диаметр 51-100 мм",14427326-1 закуп полиэтиленовых труб,закуп полиэтиленовых труб,8,16 504 225.92,Открытый конкурс,Закупка состоялась
73919788-ОК1,262011.100.000008,Бизнес-ноутбук,15435665-1 Государственные закупки для АО «Государственная техническая служба» способом открытого конкурса,Бизнес-ноутбук,182,121 871 750.00,Открытый конкурс,Закупка состоялась
36281190-ОЛ-ОИ2,141913.100.010003,Перчатки,14651540-1 Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,17,17 459 620.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
36281190-ОЛ-ОИ2,152032.990.000020,Валенки,14651540-1 Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,17,17 459 620.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
79853658-ОК1,139221.300.000001,Мешок,15208683-1 Мешки посадочные для питомника,Мешок,20000,26 900 000.00,Открытый конкурс,Закупка состоялась
78305142-ЗЦП1,152032.900.000006,Полуботинки,14357909-1 Приобретение форменного обмундирования для ДП Карагандинской области,Полуботинки,870,19 419 635.40,Запрос ценовых предложений,Закупка состоялась
36281190-ОЛ-ОИ2,329911.300.010000,Рукавицы,14651540-1 Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,17,17 459 620.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
78305100-ЗЦП1,143910.900.000008,Пуловер,14357909-1 Приобретение форменного обмундирования для ДП Карагандинской области,Пуловер,835,21 299 948.20,Запрос ценовых предложений,Закупка состоялась
74020507-ОК1,143910.900.000008,Пуловер,14192128-1 приобретение форменного обмундирования,Пуловер,600,15 321 426.00,Открытый конкурс,Закупка состоялась
77860394-ОК1,262040.000.000268,Блок системный,15734016-1 приобретение системных блоков,Блок системный,125,53 459 821.25,Открытый конкурс,Закупка состоялась
80124227-ОК1,262040.000.000268,Блок системный,15733945-1 приобретение системных блоков,Блок системный,125,53 459 821.25,Открытый конкурс,Закупка состоялась
80206079-АУК1,262040.000.000268,Блок системный,15428604-2 Об организации и проведении электронных государственных закупок блоков системных способом аукциона,Блок системный,50,47 122 200.00,Аукцион,Закупка состоялась
79167917-ЗЦП6,262040.000.000268,Блок системный,15414159-1 Приобретение системные блоки,Блок системный,77,23 044 999.67,Запрос ценовых предложений,Закупка состоялась
80159337-ОК1,262040.000.000268,Блок системный,15339725-2 Приобретение системного блока,Блок системный,168,37 499 952.00,Открытый конкурс,Закупка состоялась
74532155-ОК6,262040.000.000268,Блок системный,"14977629-1 Закуп ноутбуков, мониторов и системных блоков",Блок системный,45,19 935 000.00,Открытый конкурс,Закупка состоялась
78901330-ОК2,262040.000.000268,Блок системный,"14861046-1 Компьютерная техника для учебного процесса (168, 169, 170)",Блок системный,100,31 000 000.00,Открытый конкурс,Закупка состоялась
76773172-ОК1,262040.000.000268,Блок системный,14453687-2 Приобретение системных блоков для ЕУД,Блок системный,100,36 607 142.00,Открытый конкурс,Закупка состоялась
76772919-ОК1,262040.000.000268,Блок системный,14476760-2 Приобретение системных блоков,Блок системный,100,31 207 142.00,Открытый конкурс,Закупка состоялась
78006528-ЗЦП1,262040.000.000268,Блок системный,14280120-1 Блок системный - согласно технической спецификации,Блок системный,30,24 000 000.00,Запрос ценовых предложений,Закупка состоялась
71567750-ОК1,262040.000.000268,Блок системный,13807850-2 Системный блок для персонального компьютера,Блок системный,40,17 250 000.00,Открытый конкурс,Закупка состоялась
36315969-ОЛ-ЗЦП1,141230.110.000004,Жилет,"14640556-1 Халаты, рукавицы, жилеты","Халаты, рукавицы, жилеты",13,15 317 555.08,Запрос ценовых предложений,Закупка состоялась
36340768-ОЛ-ЗЦП1,141943.990.000019,Шапка-ушанка,"14650446-1 Комплект нательного белья, фартук ,шапка, носки","Комплект нательного белья, фартук ,шапка, носки",15,15 434 025.24,Запрос ценовых предложений,Закупка состоялась
80250849-ЗЦП1,141211.290.000021,Костюм,"15370966-1 Приобретение форменного обмундирования (Закупка осуществляется среди общественных объединений инвалидов Республики Казахстан и организаций, созданных общественными объединениями инвалидов Республики Казахстан)",Костюм,232,25 934 284.72,Запрос ценовых предложений,Закупка состоялась
35345877-ОЛ-ОК1,141211.290.000021,Костюм,"14268261-1 Костюм, куртка (20 лот) для ТОО ""Мангистауский атомный энергетический комбинат""","Костюм, куртка (20 лот)",20,38 363 477.00,Открытый конкурс,Закупка состоялась
72600365-ОК1,141211.290.000034,Костюм,13489700-1 Государственные закупки спецодежды на 2025 год,Костюм,767,21 476 000.00,Открытый конкурс,Закупка состоялась
36338477-ОЛ-ЗЦП1,152011.200.000002,Галоши,"14649553-1 Валенки, боты, сандалии, тапочки, сапоги, галоши","Валенки, боты, сандалии, тапочки, сапоги, галоши",15,16 610 963.20,Запрос ценовых предложений,Закупка состоялась
37129869-ОЛ-ЗЦП1,141332.170.000000,Костюм,14976552-1 Приобретение форменного обмундирования для сотрудников ДП Алматинской области,Приобретение форменного обмундирования для сотрудников ДП Алматинской области,18,78 530 020.38,Запрос ценовых предложений,Закупка состоялась
38018060-ОЛ-ЗЦП1,141424.290.000002,Майка,15375968-1 Приобретение мягкого инвентаря,Приобретение мягкого инвентаря,22,23 150 000.00,Запрос ценовых предложений,Закупка состоялась
35902707-ОЛ-ОК1,152032.920.000015,Ботинки,"14479197-1 Приобретение перчаток, ботинок для ТОО ""Мангистауский атомный энергетический комбинат""","перчатки, ботинки",4,32 641 920.00,Открытый конкурс,Закупка состоялась
74056966-ОИ2,262013.000.000011,Компьютер,"15808950-1 Приобретения компьютера в комплекте, согласно технической спецификации",Компьютер,47,27 276 785.58,Из одного источника по несостоявшимся закупкам,Закупка состоялась
81514607-ЗЦП1,262013.000.000011,Компьютер,15796282-1 Приобретение компьютеров в 2025 году (ВНИМАТЕЛЬНО ОЗНОКОМИТЬСЯ С ТЕХНИЧЕСКОЙ СПЕЦИФИКАЦИЕЙ),Компьютер,78,31 339 285.38,Запрос ценовых предложений,Закупка состоялась
72943913-ОК1,262013.000.000011,Компьютер,15746729-1 Государственные закупки для НАО «Казахский агротехнический исследовательский университет имени Сакена Сейфуллина» способом открытого конкурса,Компьютер,200,104 920 358.00,Открытый конкурс,Закупка состоялась
81035753-ОК1,262013.000.000011,Компьютер,"15735410-1 Государственные закупки для КГУ ""Общеобразовательная школа № 2 имени Ш.Канайулы"" отдела образования города Кентау управления образования Туркестанской области способом открытого конкурса",Компьютер,36,21 780 000.00,Открытый конкурс,Закупка состоялась
73867434-ЗЦП1,262013.000.000011,Компьютер,15726423-1 Государственные закупки моноблоков в соответствии с технической спецификацией,Компьютер,50,17 857 142.50,Запрос ценовых предложений,Закупка состоялась
76911130-ОК1,262013.000.000011,Компьютер,15689452-1 Компьютер для офиса,Компьютер,142,60 350 000.00,Открытый конкурс,Закупка состоялась
81030967-ЗЦП1,262013.000.000011,Компьютер,15684409-1 Компьютер в комплекте для графического дизайна,Компьютер,40,28 000 000.00,Запрос ценовых предложений,Закупка состоялась
80730782-ОК1,262013.000.000011,Компьютер,15634322-2 Государственные закупки компьютеров,Компьютер,25,29 492 500.00,Открытый конкурс,Закупка состоялась
80931871-ОК1,262013.000.000011,Компьютер,15665470-1 Государственные закупки компьютеров,Компьютер,30,15 000 000.00,Открытый конкурс,Закупка состоялась
80932769-ОК1,262013.000.000011,Компьютер,15665226-1 Государственные закупки компьютеров,Компьютер,40,17 857 142.80,Открытый конкурс,Закупка состоялась
80580557-ОК2,262013.000.000011,Компьютер,15664217-1 Приобретение компьютеров в комплекте для нужд ДП Актюбинской области.,Компьютер,80,31 428 571.20,Открытый конкурс,Закупка состоялась
76160157-ОК1,262013.000.000011,Компьютер,15615547-2 Приобретение ПЭВМ в комплекте,Компьютер,100,70 135 714.00,Открытый конкурс,Закупка состоялась
80423346-ЗЦП1,262013.000.000011,Компьютер,15581326-1 Приобретение моноблоков (компьютеров),Компьютер,45,18 000 000.00,Запрос ценовых предложений,Закупка состоялась
80490343-ОК1,262013.000.000011,Компьютер,15536572-2 Приобретен согласно техническим характеристикам,Компьютер,42,15 727 987.38,Открытый конкурс,Закупка состоялась
74504095-ОК3,262013.000.000011,Компьютер,15555322-1 Повторные государственные закупки рабочих станций,Компьютер,83,40 462 500.00,Открытый конкурс,Закупка состоялась
80594293-ЗЦП2,262013.000.000011,Компьютер,15553235-1 Компьютер в комплекте,Компьютер,28,15 400 000.00,Запрос ценовых предложений,Закупка состоялась
79957718-ОК2,262013.000.000011,Компьютер,"15525920-1 Приобретение компьютера в комплекте для ГУ ""Управление цифровых технологий Мангистауской области""",Компьютер,55,28 678 650.00,Открытый конкурс,Закупка состоялась
77960074-ОК1,262013.000.000011,Компьютер,"15507488-1 Государственная закупка для КГКП ""Атырауский политехнический высший колледж имени Саламата Мукашева"" Управления образования Атырауской области""",Компьютер,27,29 700 000.00,Открытый конкурс,Закупка состоялась
80534683-ОК1,262013.000.000011,Компьютер,15503591-2 Пиобретение моноблоков в комплекте (8 гб),Компьютер,120,54 289 320.00,Открытый конкурс,Закупка состоялась
80534694-ОК1,262013.000.000011,Компьютер,15503564-2 Пиобретение моноблоков в комплекте (16 гб),Компьютер,120,56 432 160.00,Открытый конкурс,Закупка состоялась
80534733-ОК1,262013.000.000011,Компьютер,15503514-2 Приобретение моноблоков в комплекте,Компьютер,70,36 906 240.00,Открытый конкурс,Закупка состоялась
74417816-ОК5,262013.000.000011,Компьютер,15473661-1 Приобретение компьютера для ДП Кызылординской области,Компьютер,50,23 391 428.00,Открытый конкурс,Закупка состоялась
80277988-ОК1,262013.000.000011,Компьютер,15462766-1 Приобретение компьютеров (моноблок) для школ Алматинский области,Компьютер,78,41 785 713.84,Открытый конкурс,Закупка состоялась
73014970-ОК1,262013.000.000011,Компьютер,15451229-1 Государственные закупки для НАО «Казахский национальный женский педагогический университет» способом открытого конкурса,Компьютер,900,800 517 861.00,Открытый конкурс,Закупка состоялась
80145277-ОК1,262013.000.000011,Компьютер,15428888-1 Государственные закупки для НАО «Государственная корпорация «Правительство для граждан» способом открытого конкурса,Компьютер,1464,802 585 720.56,Открытый конкурс,Закупка состоялась
80146465-ОК1,262013.000.000011,Компьютер,15428804-1 Государственные закупки для НАО «Государственная корпорация «Правительство для граждан» способом открытого конкурса,Компьютер,260,200 633 334.20,Открытый конкурс,Закупка состоялась
80263139-ОИ2,262013.000.000011,Компьютер,"15414011-1 приобретение компьютера в комплекте (мышка компьютерная, клавиатура, колонки, веб камера) , с доставкой. и подключением.",Компьютер,68,17 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
78859358-ОК1,262013.000.000011,Компьютер,"15324792-3 Государственные закупки для КГУ ""Центр трудовой мобильности"" управления координации занятости и социальных программ Туркестанской области способом открытого конкурса",Компьютер,200,80 998 214.00,Открытый конкурс,Закупка состоялась
80219341-ОК1,262013.000.000011,Компьютер,"15370027-2 Государственные закупки для ГУ ""Управление по государственным закупкам и коммунальной собственности Атырауской области""",Компьютер,23,46 677 678.67,Открытый конкурс,Закупка состоялась
79838304-ОК1,262013.000.000011,Компьютер,15363331-2 Государственные закупки для РГУ «Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан» способом открытого конкурса,Компьютер,480,219 291 067.20,Открытый конкурс,Закупка состоялась
80204448-ЗЦП2,262013.000.000011,Компьютер,15387700-1 Закуп Компьютер согласно технической спецификации/ Техникалық сипаттамаларға сәйкес компьютер сатып алу,Компьютер,50,19 000 000.00,Запрос ценовых предложений,Закупка состоялась
74612220-ОК2,262013.000.000011,Компьютер,15358866-1 Приобретение - моноблока,Компьютер,50,24 899 000.00,Открытый конкурс,Закупка состоялась
80094465-ОК1,262013.000.000011,Компьютер,15301784-2 Моноблок 5/24 FHD/CORE I513420H/16GB/512GB NOS,Компьютер,50,23 495 000.00,Открытый конкурс,Закупка состоялась
76280080-ОК2,262013.000.000011,Компьютер,15332259-1 Компьютер в комплекте с защитой от кражи,Компьютер,150,37 500 000.00,Открытый конкурс,Закупка состоялась
77419773-ОК4,262013.000.000011,Компьютер,"15276843-1 Компьютеры в комплекте (монитор, мышь, клавиатура Windows)",Компьютер,60,71 100 000.00,Открытый конкурс,Закупка состоялась
74764798-ЗЦП1,262013.000.000011,Компьютер,15275902-1 Моноблок (для ДИТ),Компьютер,50,25 000 000.00,Запрос ценовых предложений,Закупка состоялась
75705509-ОК2,262013.000.000011,Компьютер,15269962-1 Компьютер (моноблок) в комплекте согласно тех спец,Компьютер,46,18 400 000.00,Открытый конкурс,Закупка состоялась
76160854-ОК3,262013.000.000011,Компьютер,15267075-1 Приобретение ПЭВМ в комплекте,Компьютер,30,21 160 714.20,Открытый конкурс,Закупка состоялась
79101201-ОК3,262013.000.000011,Компьютер,"15221908-2 Государственная закупка для КГУ ""Центр трудовой мобильности"" управления координации занятости и социальных программ Кызылординской области""",Компьютер,87,36 105 000.00,Открытый конкурс,Закупка состоялась
79704376-ОК1,262013.000.000011,Компьютер,15239940-2 О проведении электронного конкурса по государственным закупкам персонального компьютера в комплекте для ДП г.Астаны,Компьютер,39,20 119 821.15,Открытый конкурс,Закупка состоялась
74846290-ОК2,262013.000.000011,Компьютер,15242931-1 компьютер в комплекте,Компьютер,50,23 861 607.00,Открытый конкурс,Закупка состоялась
74093120-ОК3,262013.000.000011,Компьютер,15193627-2 Мультимедийная станция НАО МУС,Компьютер,100,60 000 000.00,Открытый конкурс,Закупка состоялась
74210967-ОК3,262013.000.000011,Компьютер,15208859-1 приобретение компьютеров для е-УД,Компьютер,100,62 857 143.00,Открытый конкурс,Закупка состоялась
77748526-ОК1,262013.000.000011,Компьютер,15194900-1 Государственные закупки для НАО «Таразский университет имени М.Х. Дулати» способом открытого конкурса,Компьютер,519,189 999 672.00,Открытый конкурс,Закупка состоялась
79574458-ОК1,262013.000.000011,Компьютер,15147285-2 моноблок в комплекте,Компьютер,75,33 415 178.25,Открытый конкурс,Закупка состоялась
75570195-ОК6,262013.000.000011,Компьютер,15142965-1 Приобретение персональных компьютеров,Компьютер,50,31 696 428.50,Открытый конкурс,Закупка состоялась
71763862-ОК1,262013.000.000011,Компьютер,15105601-2 Персональный компьютер в комплекте (согласно технической спецификаций),Компьютер,137,92 093 749.55,Открытый конкурс,Закупка состоялась
77705078-ОК5,262013.000.000011,Компьютер,15134695-1 Повторные государственные закупки способом конкурса компьютеров для нужд ВС РК на 2025 год,Компьютер,80,32 000 000.00,Открытый конкурс,Закупка состоялась
77954499-ОК1,262013.000.000011,Компьютер,15130505-1 Приобретение компьютеров в сборе для АО «Астана-Энергия»,Компьютер,130,58 035 714.10,Открытый конкурс,Закупка состоялась
79693948-ОК1,262013.000.000011,Компьютер,"15108345-1 Государственная закупка для КГКП ""Кызылординский технический - IT высший колледж имени Мустахыма Иксанова"" управления образования Кызылординской области""",Компьютер,30,15 535 714.20,Открытый конкурс,Закупка состоялась
79569981-ОК1,262013.000.000011,Компьютер,15097468-1 Компьютер для РГП Казводхоз,Компьютер,70,52 430 000.00,Открытый конкурс,Закупка состоялась
79569934-ОК1,262013.000.000011,Компьютер,15097340-1 Компьютер для РГП Казводхоз,Компьютер,20,17 068 000.00,Открытый конкурс,Закупка состоялась
79664562-ОК1,262013.000.000011,Компьютер,15096928-1 Компьютер для РГП Казводхоз,Компьютер,50,25 680 000.00,Открытый конкурс,Закупка состоялась
74634514-ОК1,262013.000.000011,Компьютер,15091756-1 Государственная закупка товара для ГУ «Министерство национальной экономики Республики Казахстан» способом открытого конкурса,Компьютер,200,113 250 446.00,Открытый конкурс,Закупка состоялась
73581831-ОК1,262013.000.000011,Компьютер,15082008-1 Государственная закупка товара для НАО «Кызылординский университет имени Коркыт Ата» способом открытого конкурса,Компьютер,415,192 070 300.00,Открытый конкурс,Закупка состоялась
76414517-ЗЦП1,262013.000.000011,Компьютер,15080990-1 Приобретение моноблока в комплекте,Компьютер,38,17 405 356.98,Запрос ценовых предложений,Закупка состоялась
79343817-ЗЦП6,262013.000.000011,Компьютер,15076140-1 Компьютер в комплекте,Компьютер,100,31 250 000.00,Запрос ценовых предложений,Закупка состоялась
73136170-ОК2,262013.000.000011,Компьютер,15070757-1 Повторная государственная закупка товара для Министерство финансов Республики Казахстан,Компьютер,144,84 232 647.36,Открытый конкурс,Закупка состоялась
73429039-ОК2,262013.000.000011,Компьютер,15041180-1 Приобретение ноутбуков и компьютеров для КРЕМ МНЭ РК и его территориальных департаментов,Компьютер,40,15 178 571.60,Открытый конкурс,Закупка состоялась
73290411-ОК2,262013.000.000011,Компьютер,15038819-1 Государственные закупки товара для РГП на ПХВ «Государственная вневедомственная экспертиза проектов» Комитета по делам строительства и жилищно-коммунального хозяйства Министерства промышленности и строительства Республики Казахстан (РГП «Госэкспертиза») способом открытого конкурса,Компьютер,122,231 800 000.00,Открытый конкурс,Закупка состоялась
74515667-ОК1,262013.000.000011,Компьютер,15030880-1 Рабочая станция ДП Карагандинской области,Компьютер,100,52 946 428.00,Открытый конкурс,Закупка состоялась
78031757-ОК1,262013.000.000011,Компьютер,15028550-1 Государственная закупка товара для ГУ «Департамент полиции области Ұлытау Министерства внутренних дел Республики Казахстан» способом открытого конкурса,Компьютер,140,91 968 749.60,Открытый конкурс,Закупка состоялась
79225731-ОК1,262013.000.000011,Компьютер,14973085-2 Государственные закупки персональных компьютеров,Компьютер,129,61 919 484.00,Открытый конкурс,Закупка состоялась
78859251-ОК2,262013.000.000011,Компьютер,"15012247-1 Компьютеры для ТОО ""Карагады Су""",Компьютер,46,28 832 142.66,Открытый конкурс,Закупка состоялась
78070383-ЗЦП1,262013.000.000011,Компьютер,"15009760-1 Приобретение машин, оборудования, инструментов, производственного и хозяйственного инвентар",Компьютер,55,27 008 905.00,Запрос ценовых предложений,Закупка состоялась
75159277-ОК2,262013.000.000011,Компьютер,14980569-2 приобретение персональных компьютеров//,Компьютер,60,23 214 285.60,Открытый конкурс,Закупка состоялась
78007752-ОИ2,262013.000.000011,Компьютер,15003234-1 Приобретение товаров согласно технической спецификации,Компьютер,75,19 875 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77575201-ОК3,262013.000.000011,Компьютер,15000765-1 Приобретение компьютеров и моноблоков,Компьютер,28,15 832 040.00,Открытый конкурс,Закупка состоялась
75082433-ОК3,262013.000.000011,Компьютер,14907821-2 Приобретение компьютера (моноблок),Компьютер,50,19 000 000.00,Открытый конкурс,Закупка состоялась
72271661-АУК3,262013.000.000011,Компьютер,"14960472-1 Закупка для ТОО ""Алматыэлектротранс""",Компьютер,90,43 650 000.00,Аукцион,Закупка состоялась
74795031-ОИ2,262013.000.000011,Компьютер,14966166-1 Приобретение моноблоков для Предприятия,Компьютер,46,20 741 071.56,Из одного источника по несостоявшимся закупкам,Закупка состоялась
75808517-ОК2,262013.000.000011,Компьютер,14938673-2 Моноблок (согласно технической спецификации),Компьютер,85,43 372 768.10,Открытый конкурс,Закупка состоялась
