№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
80352400-ОК2,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","15565526-1 Приобретение сервера согласно технической спецификации Заказчик: Коммунальное государственное учреждение ""Шымкентский городской государственный архив"" управления культуры, развития языков и архивов города Шымкент",Сервер История,1,19 092 857.14,Открытый конкурс,Закупка состоялась
74923702-ОК2,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","15562363-1 Государственные закупки для ГУ «Департамент полиции Павлодарской области Министерства внутренних дел Республики Казахстан» способом открытого конкурса Заказчик: ГУ ""Департамент полиции Павлодарской области Министерства внутренних дел Республики Казахстан""",Сервер История,1,155 125 000.00,Открытый конкурс,Закупка состоялась
80457876-ОИ2,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","15486813-1 Приобретение оборудования (принтер, ноутбук, сканер, сервер) Заказчик: Республиканское государственное учреждение ""Войсковая часть 19132"" Министерства обороны Республики Казахстан",Сервер История,3,25 071 428.55,Из одного источника по несостоявшимся закупкам,Закупка состоялась
79003603-ОК2,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","15059763-1 Приобретение серверного оборудования с развертыванием ситуационного центра Заказчик: Государственное учреждение ""Агентство Республики Казахстан по финансовому мониторингу""",Сервер История,1,44 881 250.00,Открытый конкурс,Закупка состоялась
78918847-ОК3,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","15023336-1 Сервер общего назначения, высокопроизводительный Заказчик: АО ""Информационно-учетный центр""",Сервер История,1,50 000 000.00,Открытый конкурс,Закупка состоялась
77511978-ОК1,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов",14798887-1 Приобретение сервер для ДЧС области Абай Заказчик: ГУ «Департамент по чрезвычайным ситуациям области Абай Министерства по чрезвычайным ситуациям Республики Казахстан»,Сервер История,2,19 642 857.14,Открытый конкурс,Закупка состоялась
74973989-ОК3,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","14506486-1 Государственные закупки сервера Заказчик: АО ""Компания по страхованию жизни ""Государственная аннуитетная компания""",Сервер История,2,18 000 000.00,Открытый конкурс,Закупка состоялась
72230729-ОК3,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","14330002-1 Повторные государственные закупки товара для ГУ «Агентство Республики Казахстан по финансовому мониторингу» способом конкурса Заказчик: Государственное учреждение ""Агентство Республики Казахстан по финансовому мониторингу""",Сервер История,1,490 062 500.00,Открытый конкурс,Закупка состоялась
75938575-ОИ2,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","14319431-1 Согласно технической спецификаций Заказчик: НАО ""Казахский национальный университет водного хозяйства и ирригации""",Сервер История,2,16 400 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
74093124-ОК1,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","14075908-2 Сервер в комплекте Заказчик: НАО ""МУС""",Сервер История,3,60 000 000.00,Открытый конкурс,Закупка состоялась
73798788-ОК1,262013.000.000016,"Сервер общего назначения, высокопроизводительный с вертикальным масштабированием ресурсов","13853855-1 Государственная закупка товара для ГУ «Комитет по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан» способом открытого конкурса Заказчик: Государственное учреждение ""Комитет по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан""",Сервер История,1,342 571 428.57,Открытый конкурс,Закупка состоялась
73565106-ОК1,262013.000.000020,"Сервер специального назначения, аппаратный","15211067-1 Государственные закупки для НАО «Евразийский национальный университет имени Л.Н.Гумилева» способом открытого конкурса Заказчик: Некоммерческое акционерное общество ""Евразийский национальный университет имени Л.Н.Гумилева""",Сервер История,12,302 547 024.00,Открытый конкурс,Закупка состоялась
74919168-ОК2,262013.000.000020,"Сервер специального назначения, аппаратный","15031834-2 Приобретение Серверного оборудования Заказчик: РГП ""Больница МЦ УДП РК""",Сервер История,2,87 901 000.00,Открытый конкурс,Закупка состоялась
72353204-ОК1,262013.000.000020,"Сервер специального назначения, аппаратный","14854485-2 Государственные закупки сервера 2-х процессорного, Тип 1 Заказчик: Республиканское государственное предприятие на праве хозяйственного ведения ""Инженерно-технический центр Управления Делами Президента Республики Казахстан""",Сервер История,3,50 892 857.13,Открытый конкурс,Закупка состоялась
73499425-ОК2,262013.000.000020,"Сервер специального назначения, аппаратный","14407787-1 Государственные закупки сервера Заказчик: ТОО ""City Transportation Systems""",Сервер История,1,22 645 995.00,Открытый конкурс,Закупка состоялась
37009592-ОЛ-ЗЦП1,281413.730.000001,"Кран шаровой стальной, условное давление 0-420 Мпа, диаметр 10-1400 мм, механический","14923517-1 Приобретение кранов шаровых Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Кокшетау Жылу"" при акимате города Кокшетау",Приобретение кранов шаровых История,21,20 241 170.00,Запрос ценовых предложений,Закупка состоялась
77759299-ОК3,281413.730.000001,"Кран шаровой стальной, условное давление 0-420 Мпа, диаметр 10-1400 мм, механический","14509252-1 Повторное объявление/Шаровый кран DN400, DN500 Заказчик: ТОО ""Алматинские тепловые сети""",Кран шаровой стальной История,2,20 368 678.58,Открытый конкурс,Закупка состоялась
34153518-ОЛ-ЗЦП1,281413.730.000001,"Кран шаровой стальной, условное давление 0-420 Мпа, диаметр 10-1400 мм, механический","13795274-1 Запорная арматура №2 Заказчик: ТОО ""Алматытеплокоммунэнерго""",Запорная арматура №2 История,34,29 823 875.76,Запрос ценовых предложений,Закупка состоялась
77457083-ОК3,271231.900.000070,Устройство распределительное для приема/распределения электрической энергии одного класса напряжения,"14801194-1 Устройство распределительное (покупка) Заказчик: КГП ""Метрополитен""",Устройство распределительное История,2,30 108 867.60,Открытый конкурс,Закупка состоялась
77516488-ОИ3,271231.900.000070,Устройство распределительное для приема/распределения электрической энергии одного класса напряжения,"14328546-1 Государственная закупка для АО ""КРЭК"" Заказчик: АО ""КРЭК""",Устройство распределительное История,1,33 144 081.20,Из одного источника по несостоявшимся закупкам,Закупка состоялась
73313861-ОК2,271231.900.000070,Устройство распределительное для приема/распределения электрической энергии одного класса напряжения,"13948019-1 Государственная закупка для АО ""КРЭК"" Заказчик: АО ""КРЭК""",Устройство распределительное История,1,71 044 960.71,Открытый конкурс,Закупка состоялась
77309586-ЗЦП2,271231.900.000059,"Шкаф управления для насоса, с частотным преобразователем",14776978-1 Приобретение товаров (Инвест) Заказчик: КГП «Атырау облысы Су Арнасы» государственного учреждения «Управление энергетики и жилищно-коммунального хозяйства Атырауской области»,Шкаф управления История,1,21 942 000.00,Запрос ценовых предложений,Закупка состоялась
79703105-ОК2,265163.500.000011,Счетчик жидкости тепловой,"15335692-1 Приборы учета тепловой энергии Заказчик: АО ""Жайыктеплоэнерго""",Счетчик жидкости История,24,30 312 000.00,Открытый конкурс,Закупка состоялась
79703090-ОК1,265163.500.000011,Счетчик жидкости тепловой,"15216926-1 Приборы учета тепловой энергии Заказчик: АО ""Жайыктеплоэнерго""",Счетчик жидкости История,38,32 680 000.00,Открытый конкурс,Закупка состоялась
79726025-ОИ3,265163.500.000011,Счетчик жидкости тепловой,"15163387-1 Приобретение счетчиков тепла Заказчик: ГУ «Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции Каратальского района»",Счетчик жидкости История,16,15 147 320.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
72897054-ОК2,271231.900.000051,Щит учетно-распределительный типа ЩРН,"13737200-1 Государственная закупка для АО ""КРЭК"" Заказчик: АО ""КРЭК""",Щит учетно-распределительный История,1073,50 775 894.39,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.730.000020,"Кабель марка АВБбШв, напряжение 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000270,"Провод марка ПВ1, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000272,"Провод марка ПВ3, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
79579856-ЗЦП3,273213.700.000043,"Кабель марка ВВГ/NYY, напряжение не более 1 000 В","15057145-1 Материалы для ППР ТОО Балхаш СУ 87713534282 Заказчик: ТОО ""Балхаш Су""",Кабель История,300,19 500 000.00,Запрос ценовых предложений,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000043,"Кабель марка ВВГ/NYY, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000036,"Кабель марка ВБбШвнг, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000278,"Провод марка ПВС, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000299,"Провод марка ШВВП, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
76919634-ЗЦП2,273214.000.000006,"Кабель марка АПвПг, напряжение более 1 000 В","13796375-1 Материалы по заявке ОКС Заказчик: АО ""КРЭК""",Кабель История,2160,19 713 866.40,Запрос ценовых предложений,Закупка состоялась
35235117-ОЛ-ОИ2,273214.000.000094,"Кабель марка АПвПу, напряжение более 1000 В","14260115-1 Материалы ФЭО 3,1млрд Заказчик: АО ""КРЭК""","Материалы ФЭО 3,1млрд История",4,20 410 710.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000291,"Провод марка ПУГНП, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000067,"Кабель марка КВВГ, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.730.000071,"Кабель марка КВВГ, напряжение 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000084,"Кабель марка КГ, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
34371037-ОЛ-ЗЦП1,273213.700.000084,"Кабель марка КГ, напряжение не более 1 000 В","13890137-1 Закупка запасных частей для Троллейбусного парка №1 ТОО Алматыэлектротранс Заказчик: ТОО ""Алматыэлектротранс""",Закупка запасных частей для Троллейбусного парка №1 ТОО Алматыэлектротранс История,4,24 380 000.00,Запрос ценовых предложений,Закупка состоялась
74880242-ОК2,282216.900.000000,Лифт больничный грузоподъемность 1275 кг,"14821832-1 Лифт больничный грузопассажирский Заказчик: РГП на ПХВ ""ННЦТО имени академика Батпенова Н.Д."" МЗ РК",Лифт больничный История,1,18 548 591.00,Открытый конкурс,Закупка состоялась
75083810-ОК1,282216.900.000000,Лифт больничный грузоподъемность 1275 кг,"14690073-1 Закуп лифт больничный Заказчик: Коммунальное государственное предприятие на праве хозяйственного ведения ""Городской кардиологический центр"" Управления общественного здравоохранения города Алматы",Лифт больничный История,1,16 740 258.92,Открытый конкурс,Закупка состоялась
78625830-ОК1,282216.900.000000,Лифт больничный грузоподъемность 1275 кг,"14568752-1 Тауар сатып алу Заказчик: АО ""НЦАГиП""",Лифт больничный История,1,17 200 000.00,Открытый конкурс,Закупка состоялась
78279542-ЗЦП1,282216.900.000000,Лифт больничный грузоподъемность 1275 кг,"14359463-1 Лифт больничный с установкой Заказчик: КГП на ПХВ ""Многопрофильная больница №3 города Караганды"" управления здравоохранения Карагандинской области",Лифт больничный История,1,15 243 750.00,Запрос ценовых предложений,Закупка состоялась
74123961-ОИ2,282216.900.000000,Лифт больничный грузоподъемность 1275 кг,"14126125-1 Приобретение больничного и грузового лифтов Заказчик: НАО ""МУС""",Лифт больничный История,1,16 940 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
76882802-ОИ3,282216.900.000001,Лифт больничный грузоподъемность 1600 кг,"14904889-1 Пассажирский лифт (больница), грузоподъемность 1000 кг Заказчик: Коммунальное государственное учреждение ""Организация дневного полустационарного типа отделения дневного прибывания"" государственного учреждения ""Отдел занятости и социальных программ Кызылкогинского района""",Лифт больничный История,1,17 857 142.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
75098137-ОК1,282216.900.000002,Лифт больничный грузоподъемность 2000 кг,"14690073-1 Закуп лифт больничный Заказчик: Коммунальное государственное предприятие на праве хозяйственного ведения ""Городской кардиологический центр"" Управления общественного здравоохранения города Алматы",Лифт больничный История,1,18 119 723.21,Открытый конкурс,Закупка состоялась
73769093-ОК4,282216.900.000007,Лифт грузовой грузоподъемность 1000 кг,"15300823-1 Лифт грузовой с учетом установки/ Заказчик: АО ""PolyTechPark""",Лифт грузовой История,1,18 000 000.00,Открытый конкурс,Закупка состоялась
78031808-ОК1,282216.900.000007,Лифт грузовой грузоподъемность 1000 кг,"14485449-1 приобретение товара согласно технической спецификации Заказчик: Республиканское государственное учреждение ""Казахский национальный университет искусств имени Күләш Байсейітовой"" Министерства культуры и информации Республики Казахстан",Лифт грузовой История,2,29 089 285.70,Открытый конкурс,Закупка состоялась
78531687-ОК1,282216.900.000007,Лифт грузовой грузоподъемность 1000 кг,"14475957-1 Приобретение лифтового оборудования для Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская клиническая больница № 7"" Управления общественного здравоохранения города Алматы Заказчик: Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская клиническая больница № 7"" Управления общественного здравоохранения города Алматы",Лифт грузовой История,4,89 780 357.12,Открытый конкурс,Закупка состоялась
71933862-ОК2,282216.900.000009,Лифт грузовой грузоподъемность 2000 кг,"13354463-1 Амбулифт для посадки /высадки малоподвижных и неподвижных пассажиров Заказчик: АО ""Международный аэропорт ""Костанай"" имени Ахмета Байтұрсынұлы""",Лифт грузовой История,1,111 510 714.28,Открытый конкурс,Закупка состоялась
73564765-ОК2,282216.900.000023,Лифт пассажирский грузоподъемность 1600 кг,"15450208-2 Приобретение пассажирских лифтов Заказчик: Некоммерческое акционерное общество ""Евразийский национальный университет имени Л.Н.Гумилева""",Лифт пассажирский История,2,44 000 000.00,Открытый конкурс,Закупка состоялась
74734836-ОИ2,282216.900.000022,Лифт пассажирский грузоподъемность 1250 кг,"15354275-1 Закуп на сентябрь месяц Заказчик: НАО ""КУ им. Ш.Уалиханова""",Лифт пассажирский История,1,15 178 571.42,Из одного источника по несостоявшимся закупкам,Закупка состоялась
76195773-ОК2,282216.900.000022,Лифт пассажирский грузоподъемность 1250 кг,"15224497-1 Лифт пассажирский с монтажом Заказчик: Некоммерческое Акционерное Общество ""Медицинский университет Астана""",Лифт пассажирский История,2,43 059 000.00,Открытый конкурс,Закупка состоялась
74734836-ОИ3,282216.900.000022,Лифт пассажирский грузоподъемность 1250 кг,"15036864-1 Закуп на июль месяц Заказчик: НАО ""КУ им. Ш.Уалиханова""",Лифт пассажирский История,1,15 178 571.42,Из одного источника по несостоявшимся закупкам,Закупка состоялась
79003546-ОК2,282216.900.000022,Лифт пассажирский грузоподъемность 1250 кг,"14860228-1 Закуп лифта для ГРЦ Заказчик: Коммунальное государственное предприятие на праве хозяйственного ведения ""Городской ревматологический центр"" Управления общественного здравоохранения города Алматы",Лифт пассажирский История,1,15 475 892.86,Открытый конкурс,Закупка состоялась
78297167-ОК1,282216.900.000022,Лифт пассажирский грузоподъемность 1250 кг,"14402689-1 Приобретение пассажирского лифта а также установка г.Балхаш Заказчик: РГКП ""Республиканский учебно-оздоровительный центр ""Балдаурен"" Министерства просвещения Республики Казахстан",Лифт пассажирский История,1,17 606 400.00,Открытый конкурс,Закупка состоялась
77375974-ОИ2,282216.900.000022,Лифт пассажирский грузоподъемность 1250 кг,"13952400-1 Закуп пассажирского лифта (ГКП на ПХВ ""Городской перинатальный центр"") Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Городской перинатальный центр"" управления здравоохранения города Шымкент",Лифт пассажирский История,1,17 900 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
